requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,x,y,endereco,cep,regional,data_licenca
12715,Rocha Gomes Ltda. - ME,50316748000176,Cadastrado(Aguardando Documento Digital),2020-07-28T15:11:06Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Renovação AuA,43.20.00,COMÉRCIO ATACADISTA E DEPÓSITOS DE PRODUTOS QUÍMICOS,INDEFINIDO,M,NA,723538,7017647,"ROD. ANTONIO HEILL, 1001 - ITAIPAVA",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12711,Lopes - ME,38754962000109,Cadastrado(Aguardando Documento Digital),2020-07-28T14:23:59Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,0,730141.895,7021265.768,"RUA JOSÉ PEREIRA LIBERATO, 2211 - SÃO JUDAS",88303400,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12703,Nunes S/A S.A.,01352869000168,FCEI cancelado,2020-07-28T11:49:23Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2150320208600000000,725227.726,7025624.023,"Rua Bertolino Serpa, 501, 501 - Salseiros",88311547,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12702,Almeida Correia e Filhos S.A.,08739426000173,Documento Assinado Digitalmente,2020-07-28T11:40:36Z,14/10/2020 às 16:49,14/10/2020 às 16:59,CRT/8047,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2150320208600000000,725227.726,7025624.023,"Rua Bertolino Serpa, 501, 501 - Salseiros",88311547,ITAJAI (INIS),2020-10-19
12691,Peixoto S/A,35480612000103,Cadastrado(Aguardando Documento Digital),2020-07-28T10:22:15Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação,14.10.00,"MONTAGEM E REPARAÇÃO DE EMBARCAÇÕES E ESTRUTURAS FLUTUANTES, REPARAÇÃO DE CALDEIRAS, MÁQUINAS, TURBINAS E MOTORES",G,M,0054380200900000000,727937.138,7021858.121,"AVENIDA NILO BITTENCOURT , 1146 - SÃO VICENTE ",89203088,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12686,Teixeira - ME,76540831000118,FCEI cancelado,2020-07-28T09:46:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,0054380200900000000,727937.138,7021858.121,"AVENIDA NILO BITTENCOURT , 1146 - SÃO VICENTE ",89203088,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12672,Viana Ltda. - ME,35741802000137,Documento Assinado Digitalmente,2020-07-27T19:27:00Z,14/10/2020 às 16:50,14/10/2020 às 17:12,URB/8048,FCEI Cadastrado,Licença Ambiental de Instalação,71.11.06,"Condomínios comerciais horizontais ou verticais localizados em municípios da Zona Costeira, assim definidos pela legislação específica, ou em municípios onde se observe pelo menos uma das seguintes condições: a) não possua Plano Diretor; b) não exista sistema de coleta e tratamento de esgoto na área objeto da atividade.",P,P,NA,725497,7026441,"Rodovia BR-101, 2800 - Salseiros",88311601,ITAJAI (INIS),2021-08-06
12667,Barbosa S.A.,79236084000117,Documento Assinado Digitalmente,2020-07-27T17:35:23Z,06/08/2020 às 16:10,06/08/2020 às 16:28,CRT/6441,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,000,729161.514,7020396.558,"RUA DAS HORTENSIAS , 605 - CIDADE NOVA ",88308080,ITAJAI (INIS),2020-08-07
12648,Mendes - ME Ltda.,56219378000135,Cadastrado(Aguardando Documento Digital),2020-07-27T13:01:48Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação de Correção,20.81.00,"FABRICAÇÃO DE SABÃO, DETERGENTES, DESINFETANTES, GLICERINA, PREPARADOS PARA LIMPEZA E VELAS",M,M,NA,726442,7014869,"Rua Marcos Albino, 250 - rio do meio",88318991,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12635,Lopes S.A. S.A.,74620359000106,Documento Assinado Digitalmente,2020-07-27T10:21:13Z,27/07/2020 às 14:36,27/07/2020 às 15:25,CRT/6156,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,211039050433000000,731143.9091172289,7020959.375746148,"Rua Willy Henning, 169 - SAO JUDAS",88303350,ITAJAI (INIS),2020-07-28
12634,das Neves Lopes Ltda. e Filhos,85931407000195,Rejeitado(Aguardando Reenvio de Documento Digital),2020-07-27T10:18:03Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Renovação AuA,43.20.00,COMÉRCIO ATACADISTA E DEPÓSITOS DE PRODUTOS QUÍMICOS,INDEFINIDO,M,NA,723538,7017647,"ROD. ANTONIO HEILL, 1001 - ITAIPAVA",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12633,Fogaça e Filhos - EI,69073812000163,Cadastrado(Aguardando Documento Digital),2020-07-27T10:16:52Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação de Correção,43.20.00,COMÉRCIO ATACADISTA E DEPÓSITOS DE PRODUTOS QUÍMICOS,P,M,NA,723538,7017647,"ROD. ANTONIO HEILL, 1001 - ITAIPAVA",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12632,da Rocha S/A,92387410000155,Cadastrado(Aguardando Documento Digital),2020-07-27T10:16:15Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação de Correção,43.20.00,COMÉRCIO ATACADISTA E DEPÓSITOS DE PRODUTOS QUÍMICOS,P,M,NA,723538,7017647,"ROD. ANTONIO HEILL, 1001 - ITAIPAVA",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12631,Castro das Neves Ltda. Ltda.,41795263000111,FCEI cancelado,2020-07-27T10:08:33Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,211039050433000000,731143.9091172289,7020959.375746148,"Rua Willy Henning, 169 - SAO JUDAS",88303350,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12625,das Neves Nunes - ME S/A,09726548000198,Licença concedida,2020-07-25T19:43:48Z,05/08/2020 às 13:40,Sem Equipe Formada,URB/6406,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,215.117.04.0360.0000.000,723618.016,7024916.285,"Avenida Paulo Cantidio da Silva, 1080 - Espinheiros",88317528,ITAJAI (INIS),2020-08-05
12622,Rezende da Rocha - ME S/A,26457091000182,Licença concedida,2020-07-25T11:53:07Z,04/08/2020 às 15:05,Sem Equipe Formada,URB/6376,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,215.106.04.0495.0000.000,723714.536,7024842.189,"Rua Arquiteto Luiz Augusto Trojan, 498 - Espinheiros",88317529,ITAJAI (INIS),2020-08-04
12620,Dias Costela S.A. - ME,03794182000108,Licença concedida,2020-07-25T10:00:30Z,04/08/2020 às 15:04,Sem Equipe Formada,URB/6375,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,215.106.04.0505.0000.000,723713.63,7024832.074,"Rua Arquiteto Luiz Augusto Trojan, 488 - Espinheiros",88317529,ITAJAI (INIS),2020-08-04
12611,Dias Ferreira e Filhos S.A.,26857193000195,FCEI cancelado,2020-07-24T16:49:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",P,M,215.029.01.0287.0002.000,725218.305,7024012.702,"Rodovia Jorge Lacerda, 1140 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12561,Porto - EI Ltda.,73081965000120,Solicitado documentação complementar,2020-07-24T10:24:00Z,29/10/2020 às 21:38,29/10/2020 às 23:32,AGR/8455,FCEI Cadastrado,Renovação LAO,43.20.00,COMÉRCIO ATACADISTA E DEPÓSITOS DE PRODUTOS QUÍMICOS,P,M,NA,723538,7017647,"ROD. ANTONIO HEILL, 1001 - ITAIPAVA",88316001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12547,Rodrigues - EI,68132475000175,Licença concedida,2020-07-23T18:27:48Z,28/07/2020 às 14:05,Sem Equipe Formada,URB/6210,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,221.047.02.0180.0000.000,730203.82,7019785.83,"Rua Antônio de Souza Cunha, 97 - Dom Bosco",88307270,ITAJAI (INIS),2020-07-28
12545,Alves Freitas Ltda. S.A.,49508732000186,FCEI cancelado,2020-07-23T17:09:25Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,43.01.00,COMÉRCIO ATACADISTA E/OU DEPÓSITOS DE PRODUTOS EXTRATIVOS DE ORIGEM MINERAL EM BRUTO,P,P,NA,730091.9977976519,7019426.910676749,"Avenida Vereador Abrahão João Francisco, 3555 - CARVALHO",88307303,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12543,Porto S.A.,29458067000156,Documento Assinado Digitalmente,2020-07-23T16:56:43Z,05/08/2020 às 13:40,05/08/2020 às 13:56,CRT/6405,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,730091.9977976519,7019426.910676749,"Avenida Vereador Abrahão João Francisco, 3555 - CARVALHO",88307303,ITAJAI (INIS),2020-08-05
12537,Oliveira Freitas - ME - EI,42975301000180,Licença concedida,2020-07-23T15:59:53Z,28/07/2020 às 14:04,Sem Equipe Formada,URB/6209,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,204.120.01.0120.0000.000,729670.765,7018874.704,"Rua Francisco Rodrigues Pereira, 186 - Carvalho",88307600,ITAJAI (INIS),2020-07-28
12528,Porto S.A.,41927086000180,Cadastrado(Aguardando Documento Digital),2020-07-23T14:47:15Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação,11.50.02,"ESTAMPARIA, FUNILARIA E LATOARIA, SEM TRATAMENTO QUÍMICO SUPERFICIAL E/OU GALVANOTÉCNICO E/OU PINTURA POR ASPERSÃO E/OU APLICAÇÃO DE VERNIZ E/OU ESMALTAÇÃO",G,M,41047,727267,7024161,"Avenida Presidente Castelo Branco, 640 - Salseiros ",88311000,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12514,Gonçalves e Filhos,25497160000119,Documento Assinado Digitalmente,2020-07-23T13:22:15Z,04/08/2020 às 15:02,04/08/2020 às 17:58,CRT/6374,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,212.017.01.0500,730792.371,7023207.698,"Rua Albino Gugelmim, 161 - São João",88305230,ITAJAI (INIS),2020-08-20
12512,da Mota Azevedo S/A Ltda.,95084326000150,FCEI cancelado,2020-07-23T12:21:54Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,724052,7029909,"Rua Blumenau, 2020 - Centro",88305101,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12510,Caldeira e Filhos,53817049000106,Relatório de Monitoramento enviado,2020-07-23T12:00:02Z,27/07/2020 às 14:14,27/07/2020 às 15:15,IND/6155,FCEI Cadastrado,Renovação LAO,26.50.02,INDUSTRIALIZAÇÃO DE PRODUTOS DE ORIGEM VEGETAL ,P,P,NA,721558,7014909,"Rua Vereador Germano Luiz Vieira, 3659 - KM 12",88318120,ITAJAI (INIS),2020-09-30
12497,Teixeira da Rocha e Filhos - ME,20768439000176,FCEI cancelado,2020-07-23T09:24:48Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,43.01.00,COMÉRCIO ATACADISTA E/OU DEPÓSITOS DE PRODUTOS EXTRATIVOS DE ORIGEM MINERAL EM BRUTO,P,P,NA,730091.9977976519,7019426.910676749,"Avenida Vereador Abrahão João Francisco, 3555 - CARVALHO",88307303,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12491,Viana e Filhos e Filhos,86179035000155,FCEI cancelado,2020-07-22T20:15:24Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Certidão de Conformidade Ambiental,34.31.11,SISTEMA DE COLETA E TRATAMENTO DE ESGOTOS SANITÁRIOS,-,G,NA,731019.167,7021706.912,"Rua Heitor Liberato, 1561 - sao Judas",88304101,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12482,Almeida Fernandes - EI - ME,48210563000130,Cadastrado(Aguardando Documento Digital),2020-07-22T17:02:15Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",G,M,214152040075000000,733610.6740653521,7019325.020098768,"Rua Jorge Fermandes, 136 - Fazendinha",88306130,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12472,Lopes Ribeiro S/A S/A,08564927000166,Relatório de Monitoramento enviado,2020-07-22T16:01:34Z,05/08/2020 às 14:40,05/08/2020 às 17:11,IND/6408,FCEI Cadastrado,Renovação LAO,14.10.00,"MONTAGEM E REPARAÇÃO DE EMBARCAÇÕES E ESTRUTURAS FLUTUANTES, REPARAÇÃO DE CALDEIRAS, MÁQUINAS, TURBINAS E MOTORES",P,M,212.081.02.0050.0000.000,730404,7023915,"Rua Curt Hering, 10 - Barra do Rio",88305500,ITAJAI (INIS),2021-02-10
12465,Costela - EI,45893276000184,Documento Assinado Digitalmente,2020-07-22T15:49:58Z,22/07/2020 às 16:24,22/07/2020 às 17:43,CRT/6079,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,201.013.01.0210,732763.07,7021911.16,"Rua Alberto Werner 100, 100 - CENTRO",88304900,ITAJAI (INIS),2020-07-23
12464,Azevedo e Filhos,46391072000108,Documento Assinado Digitalmente,2020-07-22T15:44:21Z,23/07/2020 às 14:35,23/07/2020 às 14:48,CRT/6106,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,202043010328000000,731067.944,7023074.839,"Rua Blumenau, 1097 - São João",88036003,ITAJAI (INIS),2020-07-23
12463,Cunha Correia e Filhos Ltda.,48160239000155,Documento Assinado Digitalmente,2020-07-22T15:39:09Z,22/07/2020 às 16:24,22/07/2020 às 17:43,CRT/6080,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,201.013.01.0210,732763.07,7021911.16,"Rua Alberto Werner 100, 100 - CENTRO",88304900,ITAJAI (INIS),2020-07-23
12457,Costela - EI Ltda.,62198743000175,FCEI cancelado,2020-07-22T15:02:45Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,732763.07,7021911.16,"Rua Alberto Werner 100, 100 - CENTRO",88304900,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12451,Porto - EI S/A,40631827000118,Cadastrado(Aguardando Documento Digital),2020-07-22T13:12:11Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,202043010328000000,731067.944,7023074.839,"Rua Blumenau, 1097 - São João",88036003,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12445,Gomes e Filhos,74028965000129,FCEI cancelado,2020-07-22T11:23:03Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2110480200320000000,731651.129,7021083.308,"Rua Brusque, 636 - CENTRO",88303001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12440,Ferreira da Mota - EI - ME,31948067000186,Documento Assinado Digitalmente,2020-07-22T11:19:28Z,24/07/2020 às 13:39,24/07/2020 às 22:30,CRT/6127,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2110480200320000000,731651.129,7021083.308,"Rua Brusque, 636 - CENTRO",88303001,ITAJAI (INIS),2020-07-24
12418,Ferreira e Filhos,13745902000107,Licença concedida,2020-07-22T08:25:09Z,05/08/2020 às 13:36,Sem Equipe Formada,URB/6404,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,204.125.01.0050.0000.000,729675.221,7018796.817,"TENENTE ANTÔNIO QUINTAS MAIA, ESQUINA COM RUA JOSÉ HENRIQUE FLORES, 123 - CARVALHO",88307645,ITAJAI (INIS),2020-08-05
12404,Farias S/A,97316820000129,FCEI cancelado,2020-07-21T17:32:01Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Autorização Ambiental,43.20.00,COMÉRCIO ATACADISTA E DEPÓSITOS DE PRODUTOS QUÍMICOS,INDEFINIDO,M,215.029.01.0287.0002.000,725218.305,7024012.702,"Rodovia Jorge Lacerda, 1140 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12402,Melo S/A,10734562000112,FCEI cancelado,2020-07-21T17:13:15Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",P,M,215.029.01.0287.0002.000,725218.305,7024012.702,"Rodovia Jorge Lacerda, 1140 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12387,Lopes Ltda. e Filhos,43291057000108,FCEI cancelado,2020-07-21T15:27:54Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação de Correção,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",P,M,215.029.01.0287.0002.000,725218.305,7024012.702,"Rodovia Jorge Lacerda, 1140 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12384,Ferreira S.A.,50961742000151,Licença concedida,2020-07-21T15:00:59Z,17/08/2020 às 13:38,Sem Equipe Formada,URB/6666,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,214.124.01.0090.0000.000,735277.431,7016311.982,"Rua Doca Rebello, 34 - Praia Brava",03620027,ITAJAI (INIS),2020-08-17
12374,Pinto e Filhos Ltda.,50913478000180,Licença concedida,2020-07-21T14:14:59Z,28/07/2020 às 14:03,Sem Equipe Formada,URB/6208,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,221.005.01.0103.0000.000,730538.512,7021243.2,"RUA ABDON DAVID SCHMITT, 60 - SÃO JUDAS",88303440,ITAJAI (INIS),2020-07-28
12373,Rocha - EI,50361892000124,Cadastrado(Aguardando Documento Digital),2020-07-21T14:01:20Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.07,"CONDOMÍNIOS DE EDIFÍCIOS DE USO MISTO (COMERCIAL, RESIDENCIAL, SERVIÇOS) LOCALIZADOS EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES",-,M,0050050209000002000,729638.111,7022799.25,"Rua São Joaquim, 69 - SÃO VICENTE",88309000,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12360,Freitas Ltda. Ltda.,78964512000165,Documento Assinado Digitalmente,2020-07-21T10:25:54Z,05/08/2020 às 13:31,05/08/2020 às 13:55,CRT/6402,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2040170403770000000,733179.0506,7020386.4418,"Jorge Tzachel, 250 - Fazenda",88301600,ITAJAI (INIS),2020-08-07
12343,Rocha Ltda.,05728936000157,Documento Assinado Digitalmente,2020-07-20T16:10:57Z,04/08/2020 às 15:02,04/08/2020 às 17:57,CRT/6373,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,003.057.01.0300,728758.844,7022885.99,"Rua Armando de Amorim, 300 - Cordeiros",88310330,ITAJAI (INIS),2020-08-05
12336,Barros S/A,59083241000194,FCEI cancelado,2020-07-20T15:15:21Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Certidão de Conformidade Ambiental,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",-,M,215.029.01.0287.0002.000,725218.305,7024012.702,"Rodovia Jorge Lacerda, 1140 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12330,Caldeira S/A,38416907000109,Cadastrado(Aguardando Documento Digital),2020-07-20T14:18:28Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,724691,7022930,"Rua Fermino Vieira Cordeiro, 2040 - Espinheiros",88317200,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
