requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,endereco,cep,data_licenca,grupo_codigo,grupo_processo,grupo_codigo_resumo,geometry,x,y
2914,CUNHA NOVAES LTDA. LTDA.,16.534.780/0001-90,Documento Assinado Digitalmente,2019-08-01T09:50:51Z,2019-08-09T14:06:00Z,2019-08-14T10:27:00Z,URB/1457,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Suécia, 421 - Praia Brava De Itajaí",88306-790,2019-10-23,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5415029.35881174, -3117938.01657742)",733878,7016291
2899,ARAGÃO MENDES S/A S.A.,83.620.571/0001-56,Documento Assinado Digitalmente,2019-07-31T11:03:59Z,2019-08-02T13:01:00Z,2019-08-02T18:23:00Z,DIV/0,FCEI Cadastrado,LAP,47.84.00,Terminal  rodoviário  de  carga  ,M,M,NA,"Rua Francisco Reis, 1402 - Cordeiros",88311-750,2019-10-02,Terminais de Transporte,DIV,Terminal Rod.,"c(-5422677.35253693, -3111373.85514512)",727161,7022242
2895,SANTOS MELO S/A S.A.,54.027.698/0001-68,Documento Assinado Digitalmente,2019-07-31T09:10:17Z,2020-03-06T12:51:00Z,2020-03-06T18:37:00Z,CRT/3866,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,005.305.02.0180.0000.000,"Avenida Itaipava, 3354, Galpão B - Itaipava",88316-301,2020-03-12,NA,CRT,NA,"c(-5421732.30946771, -3112817.98382055)",727981.1474668662,7020944.8466058355
2893,DA CUNHA TEIXEIRA LTDA. - EI,80.517.942/0001-80,Licença concedida,2019-07-30T18:10:22Z,2019-08-21T15:24:00Z,2019-08-23T10:47:00Z,URB/0,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Anita Garibaldi, 113-125 - Centro",88303-020,2019-09-16,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417650.94324449, -3112221.14623975)",731633,7021408
2892,CASTRO - EI S/A,83.670.194/0001-60,Licença concedida,2019-07-30T17:57:20Z,2019-08-02T12:58:00Z,2019-08-02T18:41:00Z,CRT/1395,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Domingos Rampelotti,  - São Roque",88317-600,2019-08-05,NA,CRT,NA,"c(-5424292.45713516, -3111559.00101965)",725716.652,7022103.617
2880,LOPES ALVES S.A. LTDA.,60.395.142/0001-27,Licença concedida,2019-07-30T14:32:30Z,2019-08-29T13:51:00Z,2019-08-30T14:01:00Z,CRT/1652,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201010040320000000,"Rua Samuel Heusi, 234 - Centro",88301-320,2019-08-30,NA,CRT,NA,"c(-5416788.83513267, -3111434.92442219)",732415.2655,7022091.7104
2879,LIMA S/A S/A,45.307.681/0001-73,Licença concedida,2019-07-30T14:12:56Z,2019-08-29T13:51:00Z,2019-08-30T14:01:00Z,CRT/1651,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201010040320000000,"Rua Samuel Heusi, 234 - Centro",88301-320,2019-08-30,NA,CRT,NA,"c(-5416788.83513267, -3111434.92442219)",732415.2655,7022091.7104
2874,FERREIRA - EI,42.097.361/0001-48,Licença concedida,2019-07-30T10:18:54Z,2019-08-05T13:38:00Z,2019-08-05T17:02:00Z,CRT/1404,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2010390503700063000,"Rua Samuel Heusi, 463 - Centro",88301-320,2019-09-16,NA,CRT,NA,"c(-5416954.49889239, -3111675.04425581)",732263.477,7021881.289
2867,ARAGÃO CARDOSO - EI - ME,95.438.217/0001-94,Licença concedida,2019-07-29T18:47:02Z,2019-08-26T14:37:00Z,2019-08-30T14:05:00Z,CRT/1605,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,203.099.01.0230.0000.000,"Rua Christiane Do Nascimento, 585 - Cordeiros",88311-152,2019-08-30,NA,CRT,NA,"c(-5421110.52332475, -3108656.39095425)",728603.175,7024629.167
2864,GONÇALVES REZENDE - EI S/A,34.056.192/0001-70,Documento Assinado Digitalmente,2019-07-29T15:55:00Z,2019-11-19T18:06:00Z,2019-11-28T17:54:00Z,URB/2602,FCEI Cadastrado,LAP,71.11.00,Parcelamento de solo urbano,G,M,33041,"Rua Bruno Vicente Da Luz, S/N - Espinheiros",88317-020,2021-06-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426706.95893458, -3105974.8167157)",723650,7027100
2859,MONTEIRO - EI,24.071.586/0001-43,Licença concedida,2019-07-29T14:50:09Z,2019-09-04T14:51:00Z,2019-09-05T10:32:00Z,CRT/1698,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Antônio Heil, 8661 - Itaipava",88318-112,2019-09-05,NA,CRT,NA,"c(-5429898.30437127, -3119113.98544206)",720596,7015488
2853,CAMPOS - EI,84.125.963/0001-01,Licença concedida,2019-07-29T09:50:15Z,2019-08-01T15:56:00Z,NA,DIV/1391,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,NA,"Rua Pedro Jose Pinto, 275 - Canhanduba",88307-770,2019-08-01,Terminais de Transporte,DIV,Terminal Rod.,"c(-5421947.38659039, -3112893.83765689)",727788,7020881
2852,NOVAES LTDA.,53.927.168/0001-03,Documento Assinado Digitalmente,2019-07-29T09:16:26Z,2019-10-30T17:05:00Z,2019-10-30T18:21:00Z,URB/0,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Conselheiro Júlio Kumm, 399 - Praia Brava De Itajaí",88306-823,2020-03-12,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413813.91121368, -3117622.60940394)",734967.5,7016550.6
2845,ARAGÃO E FILHOS,97.324.610/0001-82,Licença concedida,2019-07-26T22:12:03Z,2019-08-02T12:58:00Z,NA,URB/1394,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2150690101600000000,"Rua Antônio José Rebello, 534 - Espinheiros",88317-129,2019-08-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5425175.65461604, -3108590.49372587)",724975.602,7024753.085
2827,PEIXOTO CAVALCANTI E FILHOS S/A,82.649.310/0001-04,Licença concedida,2019-07-25T16:38:07Z,2019-08-09T16:49:00Z,2019-08-14T10:38:00Z,URB/794,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Dos Jasmins, 149 - Cidade Nova",88308-050,2019-09-16,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420274.40419768, -3113130.37613684)",729277.07,7020643.89
2814,DA MATA MORAES - EI S/A,40.639.725/0001-49,Licença concedida,2019-07-25T11:55:12Z,2019-08-12T13:11:00Z,2019-08-14T10:39:00Z,CRT/1470,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Vergílio Cadore, 3797 - Laranjeiras",88318-410,2019-08-14,NA,CRT,NA,"c(-5434245.68907305, -3120620.24336185)",716695.328,7014219.392
2812,CARVALHO S/A S.A.,37.608.251/0001-63,Documento Assinado Digitalmente,2019-07-25T10:41:14Z,2019-08-01T15:53:00Z,2019-08-01T17:49:00Z,URB/1390,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Conselheiro Júlio Kumm, 552 - Praia Brava De Itajaí",88306-823,2019-10-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413975.03245758, -3117566.39843368)",734824.7,7016603.17
2803,CASTRO LTDA.,21.058.934/0001-54,Documento Assinado Digitalmente,2019-07-24T15:50:57Z,2019-08-30T14:07:00Z,2019-08-30T16:31:00Z,URB/1665,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Gustavo Bernedt, 65 - Cordeiros",88310-551,2019-11-08,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421258.56410087, -3109538.84558754)",728456.8,7023848.09
2797,SOUZA ALVES S.A. S.A.,21.850.973/0001-90,Licença concedida,2019-07-23T19:51:34Z,2019-08-06T13:27:00Z,NA,DIV/1417,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,NA,"Rua Rosália Pedroni, 265 - Itaipava",88316-475,2019-08-06,Terminais de Transporte,DIV,Terminal Rod.,"c(-5425854.24757286, -3116349.78286344)",724246.9230712614,7017876.646978652
2792,FARIAS E FILHOS,03.561.274/0001-48,Licença concedida,2019-07-23T16:59:36Z,2019-08-02T12:55:00Z,2019-08-02T18:41:00Z,CRT/1393,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Manoel Vieira Garção, 10 - Centro",88301-425,2019-08-05,NA,CRT,NA,"c(-5416544.5980578, -3111511.85160898)",732631.975,7022019.389
2765,NOVAES S/A S.A.,84.713.296/0001-88,Licença concedida,2019-07-23T09:31:31Z,2019-07-26T14:52:00Z,2019-07-26T18:02:00Z,CRT/1357,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Antônio Heil, 2030 - Itaipava",88316-000,2019-07-29,NA,CRT,NA,"c(-5423427.90774572, -3116570.40560087)",726408,7017642
2750,RODRIGUES S.A.,64.019.523/0001-62,Solicitado documentação complementar,2019-07-19T19:47:09Z,2019-07-29T16:18:00Z,2019-07-31T16:34:00Z,URB/1369,FCEI Cancelado,LAP,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Juvêncio Tavares Do Amaral, 490 - Cabeçudas",88306-400,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(NaN, NaN)",NA,NA
2712,RIBEIRO S.A.,39.158.207/0001-24,Licença concedida,2019-07-18T10:09:36Z,2019-07-23T14:59:00Z,NA,IND/1336,FCEI Cadastrado,CCA,27.40.10,Fabricação e engarrafamento de cervejas,-,M,MATRICULA 20.330,"Rua Serafim Gamba, 6584 - Brilhante I",88318-260,2019-07-23,Atividade Industrial,IND,Industrial,"c(-5432813.40562942, -3123889.03672423)",717922.22,7011297.87
2703,DA ROCHA LTDA. - EI,49.512.680/0001-11,Licença concedida,2019-07-17T12:41:55Z,2019-07-30T16:42:00Z,NA,URB/1375,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,NA,"Rua Lico Amaral, 96 - Dom Bosco",88307-010,2019-07-30,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418278.16563587, -3113172.89714346)",731057.721,7020573.508
2692,NUNES - ME,15.680.237/0001-38,Documento Assinado Digitalmente,2019-07-16T14:55:46Z,2019-09-19T14:18:00Z,2019-09-20T18:26:00Z,URB/1854,FCEI Cadastrado,LAO_COR,71.11.06,Condomínios comerciais horizontais ou verticais localizados em municípios da zona costeira,P,P,NA,"Rodovia Antônio Heil, 2030 - Itaipava",88316-000,2020-08-20,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5423427.90774572, -3116570.40560087)",726408,7017642
2688,DA MATA - ME,43.861.725/0001-87,Documento Assinado Digitalmente,2019-07-16T11:33:15Z,2019-07-26T14:51:00Z,2019-07-26T17:58:00Z,URB/1356,FCEI Cadastrado,LAI,71.11.06,Condomínios comerciais horizontais ou verticais localizados em municípios da zona costeira,M,P,2140780104500000000,"Avenida Osvaldo Reis, 2751 - Fazendinha",88306-001,2019-09-06,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5414483.33520607, -3116918.01315416)",734382,7017187
2684,SOUZA NOVAES S/A - EI,04.627.319/0001-00,Licença concedida,2019-07-16T08:57:41Z,2019-07-23T16:24:00Z,2019-07-24T17:51:00Z,URB/1338,FCEI Cadastrado,LAI,71.11.06,Condomínios comerciais horizontais ou verticais localizados em municípios da zona costeira,P,P,NA,"Rua Maria De Souza Gonçalves,  - Itaipava",88316-605,2019-10-30,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426562.95643183, -3116140.21917078)",723617.980522532,7018073.892576209
2682,DA PAZ COSTELA E FILHOS - ME,68.345.019/0001-03,Documento Assinado Digitalmente,2019-07-15T17:34:23Z,2019-07-25T12:10:00Z,2019-07-25T14:11:00Z,IND/1350,FCEI Cadastrado,LAP,24.11.00,Beneficiamento,M,M,NA,"Rodovia Antonio Heil, 14.955 - Brilhante I",88318-251,2019-09-20,Atividade Industrial,IND,Industrial,"c(-5434314.97719703, -3123913.96796434)",716583,7011299
2681,DA CONCEIÇÃO MARTINS S/A - ME,58.371.620/0001-17,Licença concedida,2019-07-15T17:04:39Z,2019-07-17T14:17:00Z,NA,URB/1289,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,NA,"Rua José Lopes, 1449 - Cordeiros",88310-651,2019-07-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421752.69195621, -3111151.21169228)",727989.8,7022424.7
2677,SOUZA - EI LTDA.,84.967.023/0001-60,Relatório de Monitoramento recebido,2019-07-15T15:29:56Z,2019-09-13T16:19:00Z,2019-09-16T17:26:00Z,PAB/1796,FCEI Cadastrado,LAO,42.32.10,Comércio de combustíveis líquidos e gasosos em postos de abastecimento,P,M,NA,"Rua Doutor Reinaldo Schmithausen,  - Cordeiros",88310-002,2019-11-01,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5420406.99749645, -3109126.53529485)",729223.5559650647,7024200.320615905
2674,SILVA - EI S.A.,81.760.492/0001-15,Licença concedida,2019-07-15T11:10:33Z,2019-08-06T14:42:00Z,2019-08-07T11:30:00Z,CRT/1420,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Br 101, 4200 - Salseiros",88317-001,2019-08-07,NA,CRT,NA,"c(-5424173.13186882, -3108526.71282043)",725871.49,7024793.68
2662,CORREIA S.A.,02.813.496/0001-48,Licença concedida,2019-07-12T14:13:16Z,2019-07-17T14:16:00Z,NA,URB/1288,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,212092030106000000,"Travessa Paulo Malburg, 133 - Barra Do Rio",88305-440,2019-07-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419739.18062991, -3110107.86269764)",729803.73,7023318.21
2646,CAVALCANTI ARAÚJO LTDA. E FILHOS,10.847.539/0001-34,Licença concedida,2019-07-11T22:02:37Z,2019-07-15T16:57:00Z,NA,URB/1264,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2020300100940000000,"Rua Austergilio Angelino, 465 - São João",88305-040,2019-07-15,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418446.89318788, -3111079.32056434)",730941.309,7022434.661
2616,JESUS S.A. S/A,95.704.326/0001-06,Documento Assinado Digitalmente,2019-07-11T11:06:02Z,2019-08-21T14:56:00Z,2019-08-23T10:42:00Z,DIV/0,FCEI Cadastrado,LAP,47.84.00,Terminal  rodoviário  de  carga  ,G,M,NA,"Rodovia Br-101, 6850 - São Vicente",88312-500,2020-01-10,Terminais de Transporte,DIV,Terminal Rod.,"c(-5422490.24412233, -3112877.88721885)",727303.834,7020903.932
2608,MELO LTDA. S/A,09.452.671/0001-68,FCEI cancelado,2019-07-10T17:51:14Z,2019-08-07T13:12:00Z,2019-08-09T13:02:00Z,CRT/1428,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,39019,"Rodovia Jorge Lacerda,  - Espinheiros",88317-100,NA,NA,CRT,NA,"c(-5424665.57805016, -3109847.74563803)",725410.9021749415,7023628.72173206
2602,MORAES - ME,93.602.451/0001-80,Licença concedida,2019-07-10T15:11:16Z,2019-07-11T15:27:00Z,2019-07-12T14:42:00Z,CRT/1238,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,000000000000000,"Avenida Governador Adolfo Konder, 2151 - Cidade Nova",88308-005,2019-09-03,NA,CRT,NA,"c(-5419672.19757522, -3112354.84623335)",729827.0409026386,7021322.444007652
2598,JESUS - ME LTDA.,01.476.935/0001-01,Relatório de Monitoramento recebido,2019-07-10T11:25:36Z,2019-08-26T14:36:00Z,2019-08-30T14:02:00Z,DIV/1604,FCEI Cadastrado,REN_LAO,47.84.00,Terminal  rodoviário  de  carga  ,G,M,NA,"Rodovia Antônio Heil, 4605 - Itaipava",88316-003,2019-10-01,Terminais de Transporte,DIV,Terminal Rod.,"c(-5414937.74751197, -3115987.84682336)",733992,7018020
2597,FERNANDES - EI,34.861.095/0001-50,Relatório de Monitoramento enviado,2019-07-10T10:11:31Z,2020-03-17T18:48:00Z,2020-03-18T16:57:00Z,CRT/4067,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Conceição, 285 - São João",88304-220,2020-03-18,NA,CRT,NA,"c(-5418808.93769833, -3111230.39897155)",730615.73,7022306.478
2596,OLIVEIRA LTDA.,81.495.230/0001-70,Documento Assinado Digitalmente,2019-07-10T09:26:05Z,2019-10-07T13:52:00Z,2019-10-07T17:13:00Z,URB/2078,FCEI Cadastrado,AUA,71.00.00,Serviços de reparação e manutenção de máquinas,U,M,NA,"Rodovia Br-101, 7007 - Cordeiros",88311-765,2020-09-10,Oficina Mecânica com Pintura,URB,Oficina Mec.,"c(-5422883.75428568, -3111297.04577242)",726978.028,7022313.511
2595,CORREIA CARDOSO E FILHOS LTDA.,19.582.364/0001-55,Licença concedida,2019-07-10T09:22:42Z,2019-08-12T16:40:00Z,2019-08-14T10:42:00Z,CRT/1475,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201.022.04.0357.007.000,"Rua Samuel Heusi, 463 - Centro",88301-320,2019-08-14,NA,CRT,NA,"c(-5416960.4881753, -3111647.5811649)",732258.5823975784,7021905.7666030675
2591,DAS NEVES - EI LTDA.,45.617.902/0001-00,FCEI cancelado,2019-07-09T17:45:15Z,2019-12-05T15:51:00Z,2019-12-09T15:17:00Z,IND/2809,Arquivado Outros,AUA,26.60.00,Preparação de pescado e fabricação de conservas de pescado,INDEFINIDO,G,NA,"Rua Santa Luzia, 368 - Dom Bosco",88303-573,NA,Atividade Industrial,IND,Industrial,"c(NaN, NaN)",NA,NA
2507,DIAS CARDOSO S.A. S.A.,71.428.569/0001-09,Licença concedida,2019-07-03T20:01:02Z,2019-07-05T13:01:00Z,2019-07-09T14:48:00Z,CRT/1168,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua David Adão Schmitt, 700 - Barra Do Rio",88305-400,2019-07-29,NA,CRT,NA,"c(-5420034.3780053, -3110401.10718933)",729535.502196,7023062.68838
2503,RAMOS LTDA. - ME,06.192.748/0001-10,FCEI cancelado,2019-07-03T17:03:46Z,2019-07-11T15:27:00Z,2019-07-12T14:38:00Z,CRT/1237,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,2010120204290176000,"Rua Doutor Pedro Ferreira, 155 - Centro",88301-901,NA,NA,CRT,NA,"c(-5416506.27089186, -3111475.73922876)",732666.774,7022050.813
2499,NASCIMENTO S/A,28.405.137/0001-45,Licença concedida,2019-07-03T16:21:59Z,2019-07-09T15:05:00Z,NA,URB/1216,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,NA,"Rua Francisco De Paula Seara, 484 - São Judas",88303-390,2019-07-09,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418729.45507158, -3112897.67777406)",730659.4980581475,7020825.194665078
2493,GOMES - EI - EI,20.174.853/0001-57,FCEI cancelado,2019-07-03T14:31:33Z,2019-08-07T13:56:00Z,2019-08-08T18:35:00Z,MIN/1430,Arquivado Outros,LAP,00.12.00,Lavra a céu aberto por escavação,P,G,NA,"Rodovia Antônio Heil,  - Itaipava",88316-000,NA,Outras Atividades,MIN,Outro,"c(-5433648.17040134, -3122252.41898923)",717203.1061762214,7012762.373097269
2486,DA ROCHA - EI,13.275.968/0001-72,Licença concedida,2019-07-03T08:50:41Z,2019-07-29T13:40:00Z,2019-07-31T16:38:00Z,CRT/1366,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Vereador Telêmaco De Oliveira, 577 - Cordeiros",88311-200,2019-07-31,NA,CRT,NA,"c(-5421313.5589392, -3108783.97972811)",728419.8831590584,7024519.177624991
2481,ALMEIDA S.A. LTDA.,82.190.764/0001-51,Licença concedida,2019-07-02T11:40:36Z,2019-07-15T14:11:00Z,2019-07-16T18:41:00Z,CRT/1256,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,003.162.05.1100.0000.000,"Rua Henrique Michels Júnior, 300 - Cordeiros ",88311-715,2019-07-17,NA,CRT,NA,"c(-5423199.17726912, -3110501.25942955)",726709.267,7023025.027
2473,DA CUNHA - EI,03.872.416/0001-98,FCEI cancelado,2019-07-01T14:41:13Z,2019-07-09T15:01:00Z,2019-07-09T15:14:00Z,CRT/1214,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Jorge Lacerda, 1789 - Espinheiros",88317-100,NA,NA,CRT,NA,"c(-5425564.46124049, -3109364.37898502)",724616.278,7024072.206
2472,DA ROSA - EI,52.970.361/0001-64,FCEI cancelado,2019-07-01T14:38:27Z,2019-07-09T15:01:00Z,2019-07-09T15:17:00Z,CRT/1215,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Jorge Lacerda, 1789 - Espinheiros",88317-100,NA,NA,CRT,NA,"c(-5425564.46124049, -3109364.37898502)",724616.278,7024072.206
2470,CAVALCANTI RODRIGUES S.A. - EI,78.130.492/0001-27,Licença concedida,2019-07-01T14:14:18Z,2019-07-12T14:58:00Z,NA,URB/1248,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,797321,"Rua Maria Do Carmo Cugik, 301 - Limoeiro",88318-550,2019-07-12,Empreendimentos Imobiliários,URB,Imobiliário,"c(NaN, NaN)",NA,NA
2469,CARDOSO DUARTE E FILHOS S/A,45.301.629/0001-00,FCEI cancelado,2019-07-01T14:13:35Z,2019-07-09T15:00:00Z,2019-07-09T15:11:00Z,CRT/1213,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Jorge Lacerda, 1789 - Espinheiros",88317-100,NA,NA,CRT,NA,"c(-5425564.46124049, -3109364.37898502)",724616.278,7024072.206
2462,TEIXEIRA LTDA.,14.382.905/0001-88,Licença concedida,2019-07-01T13:24:19Z,2019-07-12T14:58:00Z,NA,URB/1249,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,216.152.01.0195.0000.000,"Rua Maria Do Carmo Cugik, 285 - Limoeiro",88318-550,2019-07-12,Empreendimentos Imobiliários,URB,Imobiliário,"c(NaN, NaN)",NA,NA
2460,DUARTE S.A.,81.247.953/0001-50,Documento Assinado Digitalmente,2019-07-01T10:25:20Z,2019-07-11T15:26:00Z,2019-07-12T14:37:00Z,DIV/0,FCEI Cadastrado,LAP,47.84.00,Terminal  rodoviário  de  carga  ,G,M,NA,"Rua Domingos Rampelotti, 2857 - São Roque",88317-600,2019-09-24,Terminais de Transporte,DIV,Terminal Rod.,"c(-5426330.41741823, -3111996.2744324)",723891,7021748
2459,VIANA S.A.,27.390.561/0001-09,Documento Assinado Digitalmente,2019-07-01T10:11:01Z,2019-07-18T14:14:00Z,2019-07-18T16:10:00Z,URB/1296,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Avenida Campos Novos, 1175 - São Vicente",88309-650,2020-05-15,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421310.51991709, -3112435.66665981)",728363.7050812448,7021277.362623338
2444,MELO S.A.,92.583.741/0001-60,Documento Assinado Digitalmente,2019-06-28T16:11:34Z,2019-07-15T17:54:00Z,2019-07-16T18:43:00Z,URB/0,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,G,M,NA,"Rua João Ladislau Tabalipa, 455",88305-030,2019-11-08,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418239.24858509, -3110976.66302915)",731128.304,7022522.387
2424,ARAÚJO S.A. S/A,83.274.956/0001-09,Licença concedida,2019-06-26T23:25:04Z,2019-07-03T15:33:00Z,NA,URB/1153,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,0031760301800000000,"Rua Antônio Muller Reis, 32 - Cordeiros",88310-220,2019-07-03,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420925.68889912, -3110234.43111995)",728742.682,7023225.155
2422,CARVALHO LTDA. - ME,45.178.602/0001-71,Licença concedida,2019-06-26T16:51:45Z,2019-07-05T14:58:00Z,2019-07-09T14:46:00Z,CRT/1194,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,258233729,"Rua Expedicionário José Inácio Rocha, 428 - São Vicente",88309-620,2019-09-16,NA,CRT,NA,"c(-5420992.03485393, -3112132.06189694)",728652.8215067713,7021541.685997642
2418,DA CRUZ S.A.,31.756.904/0001-75,Licença concedida,2019-06-26T15:16:01Z,2019-06-28T13:15:00Z,NA,DIV/1129,FCEI Cadastrado,CCA,71.70.10,Complexos turísticos e de lazer,-,M,NA,"Rua Delfim Mário Pádua Peixoto, 210 - Praia Brava De Itajaí",88306-806,2019-06-28,Outras Atividades,DIV,Outro,"c(-5413506.54570392, -3116300.99384563)",735263.69,7017718.23
2410,DA CONCEIÇÃO S.A. - EI,73.492.501/0001-06,FCEI cancelado,2019-06-26T10:25:32Z,2019-07-11T15:26:00Z,2019-07-12T14:22:00Z,CRT/1235,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,5194011400000000,"Rodovia Br-101,  - Canhanduba",88313-001,NA,NA,CRT,NA,"c(-5421932.68455114, -3113992.8674284)",727783.4282779894,7019905.300011375
2393,CALDEIRA - EI - EI,70.132.685/0001-05,Licença concedida,2019-06-24T15:48:12Z,2019-06-26T14:08:00Z,NA,URB/1112,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2032070102000000000,"Rua Germano Bastos, 220 - Murta",88311-030,2019-06-26,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421478.60168481, -3107328.17462504)",728296.013,7025814.465
2391,CARVALHO - EI,02.895.463/0001-94,Licença concedida,2019-06-24T14:48:34Z,2019-07-15T14:13:00Z,NA,PAB/1257,FCEI Cadastrado,CCA,42.32.20,Instalações aéreas de tancagem autônoma para consumo próprio de combustíveis líquidos e gasosos,-,M,NA,"Rodovia Br-101, 9555 - Cidade Nova",88308-620,2019-07-15,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5421754.97745351, -3114402.78797111)",727935.39,7019538.61
2389,DA MOTA S/A - EI,45.923.860/0001-35,Licença concedida,2019-06-24T11:29:30Z,2019-07-22T14:41:00Z,NA,URB/1322,FCEI Cadastrado,CCA,71.11.02,Atividades de hotelaria localizados em municípios ,-,M,2160070110000000000,"Rodovia Antônio Heil, 2255 - Itaipava",88316-001,2019-07-22,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5423705.13821617, -3116705.96832448)",726158.508957,7017526.1673800005
2385,CAMPOS - ME,36.421.958/0001-01,Licença concedida,2019-06-24T08:46:03Z,2019-07-22T16:56:00Z,2019-07-23T14:49:00Z,DIV/0,FCEI Cadastrado,LAP,71.60.06,Unidade de reciclagem de resíduos da construção civil.   ,M,M,2160190201100000,"Avenida Itaipava, 2246 - Itaipava",88303-200,2019-08-20,Resíduos Sólidos,DIV,Resíduo Sol.,"c(-5423743.85266637, -3116135.87613479)",726133.0885799867,7018032.675749887
